solarSystemID,solarSystemName,security,x,y,z,fromSolarSystemID,toSolarSystemID,,,,,
30002478,AD-5B8,-0.031265327,-2.86546E+16,2.23339E+16,8.73933E+16,30001045,30001044,,,,,
30002479,QP0K-B,-0.033019198,-3.29918E+16,2.9855E+16,1.00019E+17,30001045,30001047,,,,,
30002480,54-MF6,-0.016440739,-2.45389E+16,1.41554E+16,8.74552E+16,30001045,30001048,,,,,
30002481,D-I9HJ,-0.305086187,7.24104E+15,8.9766E+16,1.08289E+17,30001046,30001044,,,,,
30002482,P-6I0B,-0.366315176,1.27649E+16,8.51412E+16,1.05723E+17,30001046,30001047,,,,,
30002483,CFYY-J,-0.213250821,1.48199E+16,8.33017E+16,1.00665E+17,30001046,30001049,,,,,
30002484,8-KZXQ,-0.171292513,5.02246E+15,9.74165E+16,1.03503E+17,30001047,30000015,,,,,
30002485,HKYW-T,-0.045379432,1.6505E+16,8.82588E+16,9.0592E+16,30001047,30001045,,,,,
30002486,3SFU-S,-0.068955922,8.00076E+15,1.13107E+17,1.05814E+17,30001047,30001046,,,,,
30002487,VJ-NQP,-0.031812832,1.91531E+16,8.4715E+16,8.8289E+16,30001048,30001045,,,,,
30002488,U6D-9A,-0.025531878,1.75395E+16,7.79835E+16,8.41251E+16,30001048,30001050,,,,,
30002489,Atioth,-0.018470574,2.27938E+16,7.85837E+16,7.93734E+16,30001049,30001046,,,,,
30002490,PYY3-5,-0.244046434,5.99294E+15,8.65442E+16,1.01772E+17,30001050,30001048,,,,,
30002491,RFGW-V,-0.084770628,9.96174E+14,1.14045E+17,9.98154E+16,30001050,30001170,,,,,
30002492,N-HK93,-0.209959317,-9.25996E+15,1.0176E+17,9.49792E+16,30001051,30001052,,,,,
30002493,LR-2XT,-0.115960311,-3.49128E+16,5.39471E+16,1.12486E+17,30001051,30001053,,,,,
30002494,TZL-WT,-0.164365444,-4.23309E+16,6.11422E+16,1.12147E+17,30001051,30001054,,,,,
30002495,4K0N-J,-0.12821841,-4.57273E+16,5.67261E+16,1.10529E+17,30001051,30001066,,,,,
30002496,B-F1MI,-0.09066576,-3.57145E+16,5.08827E+16,1.07217E+17,30001052,30001051,,,,,
30002497,W-3BSU,-0.090184954,-3.28368E+16,5.18257E+16,1.0166E+17,30001052,30001054,,,,,
30002498,BE-UUN,-0.124697896,-3.44827E+16,5.69853E+16,1.01765E+17,30001053,30001051,,,,,
30002499,O2O-2X,-0.425000092,-3.45479E+15,7.76407E+16,1.05134E+17,30001053,30001055,,,,,
30002500,JE1-36,-0.523337539,-5.96889E+15,8.15754E+16,1.02361E+17,30001054,30001051,,,,,
30002501,5F-YRA,-0.432547715,-7.94959E+15,6.98415E+16,1.03219E+17,30001054,30001052,,,,,
30002502,TDE4-H,-0.584441904,-1.2255E+16,7.20072E+16,1.01298E+17,30001054,30001056,,,,,
30002503,UER-TH,-0.731191309,-1.18091E+16,7.15395E+16,9.69127E+16,30001055,30001053,,,,,
30002504,UG-UWZ,-0.95854014,-1.09878E+16,7.66568E+16,9.15935E+16,30001055,30001109,,,,,
30002505,Hulm,1,-8.68417E+16,3.75028E+16,3.05033E+15,30001056,30001054,,,,,
30002506,Osoggur,0.53156829,-1.19198E+17,4.32706E+16,-1.83856E+14,30001056,30001091,,,,,
30002507,Abudban,0.732447725,-1.07535E+17,4.80441E+16,5.83532E+14,30001056,30005099,,,,,
30002508,Trytedald,0.879658504,-9.42913E+16,4.10555E+16,-1.08455E+16,30001057,30001058,,,,,
30002509,Odatrik,0.816178548,-9.88717E+16,4.27212E+16,-1.40363E+16,30001057,30001059,,,,,
30002510,Rens,0.894581866,-9.91223E+16,4.03351E+16,-2.86773E+15,30001057,30002851,,,,,
30002511,Ameinaka,0.987423205,-8.56876E+16,3.5891E+16,7.47763E+15,30001058,30001057,,,,,
30002512,Alakgur,0.558835698,-1.16055E+17,5.09215E+16,-5.16556E+15,30001058,30001061,,,,,
30002513,Dammalin,0.478755802,-1.18154E+17,5.68222E+16,-2.6548E+15,30001059,30001057,,,,,
30002514,Bosboger,0.324581805,-1.25234E+17,6.30421E+16,1.84688E+15,30001059,30001060,,,,,
30002515,Olfeim,0.438684256,-1.22707E+17,5.11952E+16,3.41678E+15,30001060,30001059,,,,,
30002516,Lulm,0.343973831,-1.20046E+17,6.73406E+16,2.42128E+15,30001060,30001062,,,,,
30002517,Gulmorogod,0.376794038,-1.20834E+17,6.23589E+16,7.84955E+15,30001061,30001058,,,,,
30002518,Edmalbrurdus,0.989230243,-8.53932E+16,3.49886E+16,-1.22058E+14,30001062,30001060,,,,,
30002519,Kronsur,0.882245259,-8.82834E+16,2.49992E+16,-3.07164E+15,30001062,30001127,,,,,
30002520,Dumkirinur,0.706615635,-8.14178E+16,1.56893E+16,1.69333E+15,30001062,30001140,,,,,
30002521,Sist,0.808059171,-8.64929E+16,1.95918E+16,3.69596E+15,30001063,30001064,,,,,
30002522,Obrolber,0.567182253,-7.94811E+16,1.01522E+16,6.74417E+15,30001063,30001065,,,,,
30002523,Austraka,0.755710518,-7.3392E+16,2.09646E+16,1.30568E+16,30001063,30001066,,,,,
30002524,Ivar,0.956210919,-9.24445E+16,4.13141E+16,9.22011E+15,30001063,30001146,,,,,
30002525,Meirakulf,0.882066716,-9.46066E+16,4.28909E+16,1.72845E+16,30001064,30001063,,,,,
30002526,Frarn,0.838970913,-9.63573E+16,4.07174E+16,2.4433E+16,30001064,30001065,,,,,
30002527,Illinfrik,0.846359785,-9.38085E+16,4.5357E+16,2.91015E+16,30001064,30001067,,,,,
30002528,Balginia,0.817656685,-9.6097E+16,5.06121E+16,3.13604E+16,30001065,30001063,,,,,
30002529,Gyng,0.79814297,-1.00859E+17,4.20955E+16,2.48368E+16,30001065,30001064,,,,,
30002530,Avesber,0.753183657,-1.05003E+17,3.9806E+16,2.42783E+16,30001065,30001068,,,,,
30002531,Gerek,0.732252144,-7.28283E+16,2.02699E+16,2.16022E+16,30001066,30001051,,,,,
30002532,Tongofur,0.583068996,-7.14156E+16,1.34694E+16,1.86392E+16,30001066,30001063,,,,,
30002533,Gerbold,0.822565804,-6.72586E+16,2.5611E+16,2.98028E+16,30001066,30001102,,,,,
30002534,Rokofur,0.618088559,-7.78208E+16,1.42395E+16,2.4992E+16,30001067,30001064,,,,,
30002535,Ebasgerdur,0.774381873,-7.57865E+16,2.23471E+16,2.32403E+16,30001068,30001065,,,,,
30002536,Ebodold,0.44463155,-7.14516E+16,7.34804E+15,1.41669E+16,30001068,30003183,,,,,
30002537,Amamake,0.438761248,-1.24292E+17,4.41944E+16,6.11039E+15,30001068,30005094,,,,,
30002538,Vard,0.379095938,-1.28361E+17,3.73376E+16,5.42256E+15,30001069,30001070,,,,,
30002539,Siseide,0.338351103,-1.32246E+17,4.09949E+16,5.45488E+15,30001069,30001071,,,,,
30002540,Lantorn,0.339485974,-1.30875E+17,3.22311E+16,8.11293E+15,30001069,30001073,,,,,
30002541,Dal,0.411359589,-1.25768E+17,3.44541E+16,9.68966E+15,30001069,30001079,,,,,
30002542,Auga,0.385483821,-1.28082E+17,4.27331E+16,6.56851E+15,30001070,30001069,,,,,
30002543,Eystur,0.949231822,-9.82937E+16,4.82221E+16,6.41101E+16,30001070,30001103,,,,,
30002544,Pator,1,-9.3579E+16,4.37807E+16,5.6562E+16,30001071,30001069,,,,,
30002545,Lustrevik,0.946263416,-9.71093E+16,3.42747E+16,5.48217E+16,30001071,30001072,,,,,
30002546,Isendeldik,0.80885548,-9.03946E+16,2.15127E+16,4.90711E+16,30001071,30001073,,,,,
30002547,Ammold,1,-8.53487E+16,1.87491E+16,4.54302E+16,30001072,30001071,,,,,
30002548,Emolgranlan,0.530243379,-8.83171E+16,1.03069E+16,3.90434E+16,30001073,30001069,,,,,
30002549,Offugen,0.649834403,-6.81988E+16,1.73225E+16,3.2842E+16,30001073,30001071,,,,,
30002550,Roniko,0.593644604,-6.10636E+16,1.66901E+16,3.14379E+16,30001073,30001074,,,,,
30002551,Aralgrund,0.321558923,-5.91847E+16,5.94327E+15,2.61676E+16,30001074,30001073,,,,,
30002552,Eddar,0.587063567,-6.88717E+16,1.50293E+16,3.80798E+16,30001074,30001132,,,,,
30002553,Bogelek,0.366370107,-7.03643E+16,4.40179E+15,2.46136E+16,30001075,30001076,,,,,
30002554,Wiskeber,0.404436146,-5.56923E+16,1.14044E+16,2.51856E+16,30001075,30001081,,,,,
30002555,Eifer,0.444525116,-8.51465E+16,6.55252E+15,3.83703E+16,30001075,30001117,,,,,
30002556,Gusandall,0.37658459,-7.86395E+16,3.96888E+15,4.14451E+16,30001076,30001075,,,,,
30002557,Atgur,0.483019884,-8.20941E+16,8.40487E+15,3.30049E+16,30001076,30001081,,,,,
30002558,Endrulf,0.614611496,-7.89909E+16,1.46548E+16,3.38475E+16,30001076,30001082,,,,,
30002559,Ingunn,0.276795664,-8.40318E+16,-2.0393E+15,3.47748E+16,30001077,30001078,,,,,
30002560,Gultratren,0.309275657,-8.89942E+16,-4.50001E+14,2.65573E+16,30001077,30001080,,,,,
30002561,Auren,0.417912736,-7.33545E+16,7.03781E+15,4.23568E+16,30001078,30001077,,,,,
30002562,Trer,0.712665119,-6.3236E+16,2.19876E+16,3.95674E+16,30001078,30001081,,,,,
30002563,Egmur,0.65550528,-6.36567E+16,2.09565E+16,4.49016E+16,30001079,30001069,,,,,
30002564,Javrendei,0.878652386,-5.72956E+16,3.33811E+16,4.03919E+16,30001079,30001082,,,,,
30002565,Appen,0.821329295,-5.71784E+16,3.45327E+16,4.57446E+16,30001080,30001077,,,,,
30002566,Klir,0.756942384,-5.1824E+16,3.42936E+16,4.50955E+16,30001080,30005088,,,,,
30002567,Jorus,0.726980428,-5.15218E+16,3.96879E+16,4.89308E+16,30001081,30001075,,,,,
30002568,Onga,0.953513758,-9.81035E+16,4.25573E+16,4.76922E+16,30001081,30001076,,,,,
30002569,Osaumuni,0.914867541,-9.44908E+16,4.15213E+16,4.15141E+16,30001081,30001078,,,,,
30002570,Magiko,0.938302025,-9.45651E+16,3.58211E+16,4.78906E+16,30001082,30001076,,,,,
30002571,Oremmulf,0.89710667,-9.29899E+16,4.59504E+16,3.89206E+16,30001082,30001079,,,,,
30002572,Hurjafren,0.876928851,-9.04668E+16,5.20494E+16,3.91374E+16,30001082,30001126,,,,,
30002573,Vullat,0.971362611,-8.89858E+16,4.17494E+16,5.0058E+16,30001083,30001084,,,,,
30002574,Hrondedir,0.317423558,-6.49191E+16,4.08762E+15,3.7276E+16,30001083,30001085,,,,,
30002575,Sotrenzur,0.275969979,-7.22049E+16,-1.885E+14,3.66263E+16,30001083,30001086,,,,,
30002576,Hrondmund,0.3588039,-5.90048E+16,8.80928E+15,4.18345E+16,30001083,30001087,,,,,
30002577,Bundindus,0.42868512,-5.97133E+16,1.30934E+16,4.75231E+16,30001084,30001083,,,,,
30002578,Otraren,0.475109231,-5.826E+16,1.7647E+16,5.14625E+16,30001084,30001088,,,,,
30002579,Hedgiviter,0.415673345,-5.24522E+16,1.68138E+16,4.80997E+16,30001084,30002850,,,,,
30002580,Katugumur,0.171291398,-7.35188E+16,-7.41161E+15,3.2351E+16,30001085,30001083,,,,,
30002581,1-7KWU,-0.40450427,-4.63058E+16,6.06636E+15,-2.88488E+17,30001086,30001083,,,,,
30002582,3-UCBF,-0.47148118,-4.38271E+16,-4.31073E+15,-2.92795E+17,30001086,30001087,,,,,
30002583,N-CREL,-0.449458019,-4.79102E+16,-9.05065E+15,-2.9824E+17,30001087,30001083,,,,,
30002584,TM-0P2,-0.377542299,-4.36202E+16,2.04451E+14,-3.02107E+17,30001087,30001086,,,,,
30002585,4OIV-X,-0.258484428,-3.89472E+16,1.41405E+16,-3.11517E+17,30001087,30001130,,,,,
30002586,Y-JKJ8,-0.210668722,-3.81655E+16,1.1881E+16,-3.22114E+17,30001088,30001084,,,,,
30002587,AFJ-NB,-0.156038724,-5.04974E+16,1.33235E+16,-3.20913E+17,30001088,30001089,,,,,
30002588,H-64KI,-0.163761865,-4.84875E+16,1.04732E+16,-3.29862E+17,30001088,30001090,,,,,
30002589,9I-SRF,-0.20581787,-4.54087E+16,5.13955E+15,-3.35991E+17,30001089,30001088,,,,,
30002590,9-IIBL,-0.09923443,-5.2042E+16,2.1299E+16,-3.29566E+17,30001089,30001090,,,,,
30002591,5GQ-S9,-0.063606311,-4.8978E+16,3.10771E+16,-3.35133E+17,30001090,30001088,,,,,
30002592,YALR-F,-0.304190793,-3.6082E+16,-5.48838E+15,-3.40451E+17,30001090,30001089,,,,,
30002593,68FT-6,-0.213377862,-3.98537E+16,7.49419E+15,-3.45854E+17,30001091,30001056,,,,,
30002594,IV-UNR,-0.443663553,-3.07544E+16,-1.93451E+16,-3.45881E+17,30001091,30001092,,,,,
30002595,IRE-98,-0.256731481,-4.4002E+16,2.70705E+15,-3.48391E+17,30001091,30001093,,,,,
30002596,HOHF-B,-0.138412056,-4.59072E+16,1.71258E+16,-3.44207E+17,30001091,30002309,,,,,
30002597,Y-6B0E,-0.24848799,-3.70722E+16,4.63034E+15,-3.50234E+17,30001092,30001091,,,,,
30002598,F-3H2P,-0.38500863,-3.62759E+16,-7.50366E+15,-3.55122E+17,30001092,30001095,,,,,
30002599,DY-40Z,-0.254458268,-4.5866E+16,4.17641E+15,-3.52666E+17,30001092,30002309,,,,,
30002600,XWY-YM,-0.249004246,-4.75254E+16,6.01379E+15,-3.57891E+17,30001093,30001091,,,,,
30002601,M-9V5D,-0.274148654,-4.7252E+16,4.58844E+15,-3.6329E+17,30001093,30001094,,,,,
30002602,O2-39S,-0.27424458,-4.43637E+16,5.08238E+15,-3.64348E+17,30001094,30001093,,,,,
30002603,M-VEJZ,-0.3674734,-4.47839E+16,-2.87313E+15,-3.6957E+17,30001094,30001096,,,,,
30002604,LJK-T0,-0.287879648,-3.77413E+16,4.43686E+15,-3.68271E+17,30001095,30001092,,,,,
30002605,E7VE-V,-0.130827636,-4.8504E+16,1.99445E+16,-3.52496E+17,30001096,30001094,,,,,
30002606,NUG-OF,-0.159909214,-4.13739E+16,1.78977E+16,-3.61056E+17,30001097,30001098,,,,,
30002607,L6BY-P,-0.167574399,-4.44545E+16,1.73095E+16,-3.65828E+17,30001097,30002837,,,,,
30002608,U3SQ-X,-0.122176411,-4.77817E+16,2.35207E+16,-3.64037E+17,30001098,30001097,,,,,
30002609,01TG-J,-0.151074648,-5.11704E+16,1.82023E+16,-3.61423E+17,30001098,30001099,,,,,
30002610,UK-SHL,-0.252018262,-4.87218E+16,7.34195E+15,-3.6917E+17,30001098,30001100,,,,,
30002611,A1BK-A,-0.048078056,-4.58734E+16,4.02597E+16,-3.59937E+17,30001099,30001098,,,,,
30002612,N-7ECY,-0.398714194,-4.81892E+16,-9.98828E+15,-3.54283E+17,30001099,30001100,,,,,
30002613,4-MPSJ,-0.456842717,-4.32831E+16,-1.32372E+16,-3.57234E+17,30001100,30001098,,,,,
30002614,TWJ-AW,-0.579777696,-4.77043E+16,-2.57889E+16,-3.56991E+17,30001100,30001099,,,,,
30002615,PZMA-E,-0.457250484,-5.18117E+16,-1.78039E+16,-3.52134E+17,30001100,30001101,,,,,
30002616,442-CS,-0.71175962,-4.84511E+16,-3.6912E+16,-3.65041E+17,30001100,30001102,,,,,
30002617,Z-N9IP,-0.800083314,-3.94158E+16,-5.10678E+16,-3.73655E+17,30001101,30001100,,,,,
30002618,9ZFH-Z,-0.66089107,-5.29939E+16,-3.37721E+16,-3.63712E+17,30001101,30001102,,,,,
30002619,6E-MOW,-0.34226593,-3.73428E+16,-2.30888E+15,-3.58849E+17,30001102,30001066,,,,,
30002620,GBT4-J,-0.381596902,-3.30096E+16,-4.89557E+15,-3.64407E+17,30001102,30001100,,,,,
30002621,GZ1-A1,-0.464293409,-4.12735E+16,-1.1399E+16,-3.64644E+17,30001102,30001101,,,,,
30002622,X-0CKQ,-0.403537551,-2.71967E+16,-7.80934E+15,-3.65464E+17,30001103,30001070,,,,,
30002623,6B-GKA,-0.514429488,-3.52419E+16,-1.47988E+16,-3.70344E+17,30001103,30001104,,,,,
30002624,LHGA-W,-0.474322933,-4.24201E+16,-1.16826E+16,-3.6807E+17,30001104,30001103,,,,,
30002625,4RS-L1,-0.392594507,-3.44063E+16,-4.96142E+15,-3.69633E+17,30001104,30001105,,,,,
30002626,D-L4H0,-0.066523862,-4.22811E+16,3.20378E+16,-3.38427E+17,30001104,30001106,,,,,
30002627,GU-9F4,-0.059162703,-4.08894E+16,3.44986E+16,-3.41253E+17,30001104,30001108,,,,,
30002628,FG-1GH,-0.085167947,-3.87696E+16,2.82667E+16,-3.4392E+17,30001105,30001104,,,,,
30002629,WFYM-0,-0.111015585,-3.23005E+16,2.34603E+16,-3.44192E+17,30001106,30001104,,,,,
30002630,FR-B1H,-0.105879779,-2.48223E+16,2.50913E+16,-3.417E+17,30001106,30001107,,,,,
30002631,DDI-B7,-0.130922335,-1.95993E+16,1.91973E+16,-3.46756E+17,30001107,30001106,,,,,
30002632,Pettinck,0.81776136,-1.84612E+17,5.97009E+16,3.90591E+16,30001107,30001108,,,,,
30002633,Du Annes,0.647813951,-1.90818E+17,6.89157E+16,3.80406E+16,30001107,30005147,,,,,
30002634,Balle,0.460889099,-1.7891E+17,7.54128E+16,3.93637E+16,30001108,30001104,,,,,
30002635,Decon,0.383778861,-1.83116E+17,7.66031E+16,2.64344E+16,30001108,30001107,,,,,
30002636,Grinacanne,0.848063002,-1.95134E+17,5.5973E+16,3.43746E+16,30001109,30001055,,,,,
30002637,Metserel,0.68823908,-1.9198E+17,6.86518E+16,4.26258E+16,30001109,30001110,,,,,
30002638,Sharuveil,0.395324035,-1.94509E+17,7.48094E+16,2.34066E+16,30001109,30001113,,,,,
30002639,Adreland,0.872501537,-1.83637E+17,5.40897E+16,3.40954E+16,30001109,30001115,,,,,
30002640,Erme,0.798155592,-1.97199E+17,5.81955E+16,3.04455E+16,30001110,30001109,,,,,
30002641,Aufay,0.523120378,-1.76038E+17,7.14929E+16,3.9186E+16,30001110,30001111,,,,,
30002642,Iyen-Oursta,0.7795754,-1.52947E+17,5.79556E+16,9.55492E+16,30001110,30001112,,,,,
30002643,Faurent,0.536504194,-1.55564E+17,5.03752E+16,8.03377E+16,30001111,30001110,,,,,
30002644,Ambeke,0.500554907,-1.54379E+17,4.94929E+16,7.4966E+16,30001111,30002346,,,,,
30002645,Carrou,0.440589168,-1.60312E+17,4.20652E+16,7.93069E+16,30001112,30001110,,,,,
30002646,Direrie,0.501519471,-1.6408E+17,5.50357E+16,7.81749E+16,30001112,30001114,,,,,
30002647,Ignoitton,0.438754756,-1.60666E+17,4.19188E+16,7.83145E+16,30001112,30001116,,,,,
30002648,Ardene,0.551779819,-1.71292E+17,3.39871E+16,3.03425E+15,30001113,30001109,,,,,
30002649,Boillair,0.523229799,-1.74433E+17,3.24299E+16,-9.51782E+14,30001113,30001115,,,,,
30002650,Ney,0.456754893,-1.717E+17,3.3247E+16,-5.27403E+15,30001114,30001112,,,,,
30002651,Fasse,0.425742731,-1.71616E+17,3.12822E+16,-8.59058E+15,30001114,30001551,,,,,
30002652,Ala,-1,-1.74797E+17,3.57241E+16,-9.75221E+15,30001115,30001109,,,,,
30002653,Gratesier,0.435102645,-1.74188E+17,4.36177E+16,-1.26218E+16,30001115,30001113,,,,,
30002654,Schoorasana,0.44809953,-1.78958E+17,4.94604E+16,-1.44265E+16,30001116,30001112,,,,,
30002655,Vylade,0.796288972,-1.80322E+17,5.57579E+16,2.61681E+16,30001117,30001075,,,,,
30002656,Auvergne,0.892460777,-1.85667E+17,4.93193E+16,2.36836E+16,30001117,30001118,,,,,
30002657,Aunia,0.841410013,-1.90388E+17,4.99392E+16,1.98719E+16,30001117,30001119,,,,,
30002658,Agrallarier,0.850283516,-1.90064E+17,5.24638E+16,2.3902E+16,30001117,30001124,,,,,
30002659,Dodixie,0.868406702,-1.87617E+17,5.32413E+16,2.76925E+16,30001118,30001117,,,,,
30002660,Eglennaert,0.824163688,-1.74853E+17,5.31193E+16,2.95186E+16,30001118,30001124,,,,,
30002661,Botane,0.875440095,-1.92736E+17,5.16853E+16,2.67699E+16,30001118,30001125,,,,,
30002662,Pulin,0.541947741,-1.68229E+17,1.72901E+16,1.68826E+16,30001119,30001117,,,,,
30002663,Foves,0.630376627,-1.70491E+17,2.40451E+16,1.39966E+16,30001119,30001120,,,,,
30002664,Alles,0.775965675,-1.69776E+17,3.05316E+16,2.17423E+16,30001119,30001122,,,,,
30002665,Misneden,0.546915943,-1.63831E+17,1.89278E+16,2.32675E+16,30001120,30001119,,,,,
30002666,Basgerin,0.37867818,-1.60388E+17,1.38255E+16,1.4775E+16,30001120,30001121,,,,,
30002667,Chelien,0.693713346,-1.66693E+17,2.99815E+16,1.92935E+16,30001120,30001122,,,,,
30002668,Trosquesere,0.871456626,-2.07869E+17,4.6032E+16,2.28432E+16,30001120,30001123,,,,,
30002669,Ansone,0.743937762,-2.12593E+17,4.53772E+16,1.75639E+16,30001121,30001120,,,,,
30002670,Dunraelare,0.654150175,-2.0906E+17,4.26028E+16,1.24066E+16,30001121,30001122,,,,,
30002671,Nausschie,0.787307952,-2.01878E+17,5.67564E+16,2.34369E+16,30001121,30001123,,,,,
30002672,Inghenges,0.715755779,-2.04366E+17,4.1459E+16,1.35681E+16,30001122,30001119,,,,,
30002673,Estene,0.766311552,-2.01028E+17,3.91946E+16,1.47316E+16,30001122,30001120,,,,,
30002674,Gallareue,0.750793479,-1.97506E+17,5.69067E+16,2.19944E+16,30001122,30001121,,,,,
30002675,Stayme,0.58295381,-2.0727E+17,3.89228E+16,6.01913E+15,30001123,30001120,,,,,
30002676,Parchanier,0.9,-1.63162E+17,4.84082E+16,4.8164E+16,30001123,30001121,,,,,
30002677,Fluekele,0.561650008,-1.57609E+17,4.4886E+16,4.59059E+16,30001124,30001117,,,,,
30002678,Alsottobier,0.508134735,-1.53523E+17,3.9023E+16,4.43634E+16,30001124,30001118,,,,,
30002679,Jolia,0.507774268,-1.55078E+17,4.99443E+16,4.54695E+16,30001125,30001118,,,,,
30002680,Augnais,0.539810791,-1.56985E+17,5.20425E+16,3.90349E+16,30001126,30001082,,,,,
30002681,Deltole,0.540472801,-1.60038E+17,5.65366E+16,4.25512E+16,30001126,30001127,,,,,
30002682,Colelie,0.512388828,-1.58772E+17,5.67142E+16,4.77634E+16,30001126,30001130,,,,,
30002683,Barmalie,0.476490605,-1.50576E+17,4.12501E+16,4.2843E+16,30001126,30001131,,,,,
30002684,Audaerne,0.465939834,-1.50707E+17,3.53673E+16,4.4104E+16,30001127,30001062,,,,,
30002685,Dodenvale,0.706609539,-1.69088E+17,4.66572E+16,5.41562E+16,30001127,30001126,,,,,
30002686,Olettiers,0.434761165,-1.59003E+17,3.16992E+16,6.1646E+16,30001127,30001128,,,,,
30002687,Artisine,0.497266979,-1.65998E+17,3.70122E+16,6.64799E+16,30001128,30001127,,,,,
30002688,Chainelant,0.852864721,-1.77846E+17,5.15792E+16,5.07677E+16,30001128,30001129,,,,,
30002689,Sileperer,0.617461654,-1.6543E+17,4.28198E+16,5.67919E+16,30001129,30001128,,,,,
30002690,Bamiette,0.4987728,-1.71101E+17,4.03294E+16,7.29168E+16,30001130,30001087,,,,,
30002691,Crielere,0.398449631,-1.51703E+17,3.48147E+16,6.66211E+16,30001130,30001126,,,,,
30002692,Jel,0.607168959,-1.63926E+17,3.70518E+16,1.32048E+16,30001130,30001131,,,,,
30002693,Egghelende,0.449267685,-1.56212E+17,3.02454E+16,1.28225E+16,30001131,30001126,,,,,
30002694,Odette,0.483016002,-1.59552E+17,2.82364E+16,1.21773E+16,30001131,30001130,,,,,
30002695,Ation,0.581145254,-1.59115E+17,3.55461E+16,1.79721E+16,30001132,30001074,,,,,
30002696,Stegette,0.453172839,-1.61516E+17,3.19014E+16,5.07771E+15,30001132,30001133,,,,,
30002697,Ravarin,0.372318737,-1.58726E+17,2.72757E+16,2.1731E+15,30001132,30001134,,,,,
30002698,Aliette,0.371282723,-1.53945E+17,3.66776E+16,5.13401E+15,30001132,30001135,,,,,
30002699,Brapelille,0.672466187,-1.69753E+17,4.6744E+16,1.33053E+16,30001132,30001137,,,,,
30002700,Bawilan,0.539167513,-1.75967E+17,4.77075E+16,1.1124E+15,30001132,30003186,,,,,
30002701,Atier,0.626695443,-1.81078E+17,4.68671E+16,4.63913E+15,30001133,30001132,,,,,
30002702,Archee,-1,-1.76318E+17,5.66558E+16,-1.00118E+15,30001133,30001134,,,,,
30002703,Brybier,0.580839549,-1.69653E+17,5.05055E+16,1.01478E+16,30001133,30001135,,,,,
30002704,Adrallezoen,0.478932186,-1.8459E+17,5.60396E+16,-2.07708E+15,30001134,30001132,,,,,
30002705,Croleur,0.57376707,-1.8278E+17,4.58432E+16,-1.82784E+12,30001134,30001133,,,,,
30002706,Doussivitte,0.761920412,-1.66115E+17,4.17263E+16,4.06365E+16,30001134,30001137,,,,,
30002707,Unel,0.890515245,-1.80862E+17,4.75404E+16,5.00978E+16,30001135,30001132,,,,,
30002708,Claysson,0.937687444,-1.75584E+17,3.74874E+16,3.19876E+16,30001135,30001133,,,,,
30002709,Auberulle,0.834409849,-1.80432E+17,5.8052E+16,4.54035E+16,30001135,30001136,,,,,
30002710,Adiere,0.764983453,-1.75015E+17,5.8273E+16,4.47285E+16,30001135,30001139,,,,,
30002711,Stetille,0.906328833,-1.74211E+17,4.34798E+16,3.55795E+16,30001135,30003186,,,,,
30002712,Alillere,0.847827547,-1.62929E+17,3.85296E+16,2.92255E+16,30001136,30001135,,,,,
30002713,Abenync,0.7079212,-1.61109E+17,3.58192E+16,3.3803E+16,30001136,30001138,,,,,
30002714,Pozirblant,0.742594455,-1.59748E+17,3.78582E+16,2.73703E+16,30001137,30001132,,,,,
30002715,Bourynes,1,-1.66183E+17,4.44755E+16,2.69736E+16,30001137,30001134,,,,,
30002716,Aurcel,0.549450178,-1.57458E+17,2.91583E+16,2.42275E+16,30001137,30001138,,,,,
30002717,Aymaerne,0.902978837,-1.63314E+17,4.68633E+16,3.04174E+16,30001138,30001136,,,,,
30002718,Rancer,0.36466069,-1.49038E+17,2.98943E+16,6.60436E+16,30001138,30001137,,,,,
30002719,Miroitem,0.30519244,-1.48745E+17,2.35391E+16,7.18361E+16,30001138,30001139,,,,,
30002720,Thelan,0.226992824,-1.44901E+17,1.39155E+16,7.32122E+16,30001139,30001135,,,,,
30002721,Rorsins,0.12520397,-1.42436E+17,-2.18192E+14,6.67658E+16,30001139,30001138,,,,,
30002722,Lamadent,0.341173246,-1.44291E+17,2.5887E+16,7.35403E+16,30001140,30001062,,,,,
30002723,Otou,0.333602901,-1.41374E+17,2.36569E+16,7.17018E+16,30001140,30001141,,,,,
30002724,Assiettes,0.642555363,-2.09307E+17,5.00955E+16,1.28075E+16,30001140,30001142,,,,,
30002725,Goinard,0.342349425,-2.18796E+17,6.32514E+16,1.04144E+16,30001140,30001143,,,,,
30002726,Raeghoscon,0.366402668,-2.12982E+17,6.48743E+16,1.01787E+16,30001141,30001140,,,,,
30002727,Allipes,0.162829209,-2.22745E+17,7.67257E+16,6.83676E+15,30001141,30001142,,,,,
30002728,Lermireve,0.270577225,-2.16847E+17,7.0342E+16,1.25967E+16,30001141,30001143,,,,,
30002729,Aetree,0.17835607,-2.17418E+17,7.78758E+16,2.6522E+15,30001141,30001144,,,,,
30002730,Esmes,0.105688553,-2.27932E+17,8.70266E+16,-5.19607E+15,30001142,30001140,,,,,
30002731,Vittenyn,0.903550467,-1.67533E+17,4.06092E+16,2.26138E+16,30001142,30001141,,,,,
30002732,Mirilene,0.779691264,-1.66426E+17,3.73506E+16,1.97055E+16,30001142,30001144,,,,,
